MASV,DM1,DM2,DM3,DTC
4354010144,5.37,7.3,6.27,18.94
4354010145,5.47,5.7,6.3,17.47
4354010146,7.9,7.7,7.0,22.6
4354010147,6.9,8.5,8.7,24.1
4354010152,7.12,7.16,6.54,20.82
4354010154,8.1,6.8,8.25,23.15
4354010155,7.1,7.0,7.0,21.1
4354010843,6.4,7.2,6.9,20.5
4354010158,6.66,7.0,7.52,21.18
4354010845,6.2,6.5,7.2,19.9
4354011130,7.7,6.3,5.1,19.1
4354010162,6.68,6.08,6.42,19.18
4354011000,8.6,6.7,8.3,23.6
4354010846,6.9,8.2,6.5,21.6
4354010847,7.6,8.0,9.2,24.8
4354010165,7.7,7.8,7.2,22.7
4354010849,7.0,6.5,7.0,20.5
4354010170,6.6,6.47,6.57,19.64
4354010173,8.42,8.62,8.7,25.74
4354011117,7.0,6.7,7.3,21.0
4354010179,7.7,8.4,7.8,23.9
4354011002,6.9,6.0,7.4,20.3
4354010181,7.0,7.3,7.1,21.4
4354010183,7.64,7.52,6.6,21.76
4354011004,7.4,6.9,7.6,21.9
4354010184,7.3,8.6,8.3,24.2
4354010185,5.93,7.77,6.07,19.77
4354010186,7.0,7.9,7.9,22.8
4354010187,6.22,6.44,5.58,18.24
4354010189,7.5,7.3,7.4,22.2
4354010922,7.2,7.0,6.3,20.5
4354010196,6.06,7.2,6.02,19.28
4354010909,7.7,7.2,6.6,21.5
4354010200,6.42,8.0,5.62,20.04
4354010201,6.4,8.7,6.7,21.8
4354010206,9.6,8.9,8.5,27.0
4354010851,8.28,8.28,7.82,24.38
4354010207,7.7,8.28,8.52,24.5
4354010209,6.26,5.58,6.32,18.16
4354010213,7.1,6.7,6.9,20.7
4354010215,5.9,7.0,7.0,19.9
4354010216,6.2,7.4,6.2,19.8
4354010218,6.9,8.0,7.0,21.9
4354010220,6.04,6.74,6.92,19.7
4354010221,7.0,7.2,7.8,22.0
4354010229,7.46,6.38,6.42,20.26
4354010967,6.1,6.8,7.2,20.1
4354010231,8.0,7.6,8.8,24.4
4354010233,6.5,6.0,6.7,19.2
4354010234,6.64,7.82,6.6,21.06
4354010236,5.36,7.42,7.6,20.38
4354010237,6.94,6.36,7.32,20.62
4354011131,7.0,6.2,6.0,19.2
4354010241,5.98,6.52,6.5,19.0
4354010244,6.1,7.0,7.0,20.1
4354010245,7.5,8.0,4.4,19.9
4354010248,7.5,6.23,7.73,21.46
4354010254,7.4,6.7,7.7,21.8
4354010255,7.0,6.6,6.8,20.4
4354010258,6.5,7.28,7.3,21.08
4354010261,6.96,7.92,6.68,21.56
4354010262,8.2,5.7,7.7,21.6
4354010915,6.3,7.9,7.3,22.4
4354010264,9.1,7.5,7.3,23.9
4354010265,6.8,6.5,6.8,20.1
4354010267,6.7,7.8,7.4,21.9
4354010268,6.73,5.57,6.57,18.87
4354010269,7.82,7.88,8.58,24.28
4354010272,7.7,7.3,7.1,22.1
4354010276,6.8,6.1,6.1,19.0
4354011092,7.25,6.8,4.2,18.25
4354010282,6.78,7.08,6.14,20.0
4354010285,7.32,6.48,6.68,20.48
4354010288,7.4,7.83,7.37,22.6
4354010292,6.3,5.8,5.9,18.0
4354010295,6.5,7.0,6.7,20.2
4354010303,7.6,6.9,5.1,19.6
4354010305,6.7,7.16,7.04,20.9
4354010306,6.87,6.3,7.17,20.34
4354010858,6.68,6.8,7.3,20.78
4354010314,7.4,7.1,7.1,21.6
4354011119,8.0,6.8,7.4,21.0
4354010322,5.4,7.2,8.3,20.9
4354010323,7.0,7.3,7.1,21.4
4354010325,7.12,5.92,6.46,19.5
4354010327,7.2,5.18,6.84,19.22
4354010328,7.1,6.4,7.8,21.3
4354010337,7.57,6.4,6.9,20.87
4354010341,6.86,7.12,7.24,21.22
4354010343,6.67,6.8,7.07,20.54
4354010345,5.76,6.08,6.52,18.36
4354011013,6.6,7.2,5.0,18.8
4354010346,6.6,5.7,6.0,18.3
4354011093,6.75,7.8,5.4,19.95
4354011116,7.0,7.0,6.0,20.0
4354010357,9.0,8.7,8.3,26.0
4354010359,5.8,6.0,6.7,18.5
4354010360,6.34,7.38,7.32,21.04
4354010361,6.44,5.98,7.02,19.44
4354010370,6.5,6.2,6.5,19.2
4354010918,7.8,7.4,7.7,22.9
4354011123,6.53,5.33,7.47,19.33
4354010383,7.7,8.2,7.5,23.4
4354010384,7.6,6.8,7.0,21.4
4354010385,7.78,6.62,7.5,21.9
4354010394,7.1,6.9,7.3,21.3
4354010396,7.3,7.1,8.0,22.4
4354010399,5.92,6.66,6.72,19.3
4354010945,7.9,7.9,8.1,23.9
4354010407,5.96,5.88,6.86,18.7
4354010907,7.2,5.9,7.1,
4354010410,6.7,6.73,6.67,20.1
4354010412,6.6,6.5,7.2,20.3
4354010413,6.0,5.9,6.2,18.1
4354011021,9.1,8.6,7.0,24.7
4354010865,5.6,5.3,6.9,17.8
4354010422,6.6,5.16,6.48,18.24
4354010424,7.0,7.4,5.8,20.2
4354010425,6.3,7.4,5.7,19.4
4354010427,6.32,7.74,7.0,21.06
4354010434,7.45,7.15,6.55,21.15
4354010435,5.92,6.76,6.9,19.58
4354010866,6.4,6.95,6.54,19.89
4354010445,7.7,7.3,7.0,22.0
4354010448,7.6,8.2,8.1,23.9
4354010867,7.4,6.52,7.7,21.62
4354010459,6.96,6.88,7.9,21.74
4354011031,6.1,5.8,7.7,19.6
4354010463,8.32,7.54,6.94,22.8
4354010464,6.7,7.42,7.28,21.4
4354010467,6.9,5.95,6.8,19.65
4354011033,6.0,6.5,6.9,19.4
4354010469,6.0,6.4,7.2,19.6
4354011034,6.9,5.8,7.0,19.7
4354010474,9.2,8.4,7.8,25.4
4354010870,7.5,6.6,7.8,21.9
4354010480,5.97,7.73,6.1,19.8
4354010488,7.3,8.2,6.6,22.1
4354011121,6.5,6.8,7.1,20.4
4354010493,6.12,6.7,6.84,19.66
4354010920,6.9,6.3,7.2,20.4
4354010497,5.8,7.6,6.1,19.5
4354011126,6.8,7.4,7.3,21.5
4354010498,7.14,6.76,6.7,20.6
4354010501,6.18,7.88,6.36,20.42
4354010502,7.84,7.76,7.3,22.9
4354010504,5.86,6.72,6.4,18.98
4354010508,6.24,6.24,6.08,18.56
4354010511,6.22,7.2,6.42,19.84
4354011040,8.0,6.9,7.4,22.3
4354010526,7.94,7.94,8.4,24.28
4354010534,5.47,6.4,6.73,18.6
4354011100,5.75,7.6,2.6,15.95
4354010960,6.3,6.8,7.6,20.7
4354010536,7.0,8.4,8.3,23.7
4354010905,7.3,6.3,7.1,20.7
4354010548,6.46,6.4,6.08,18.94
4354011122,7.1,7.0,6.5,20.6
4354010550,6.0,7.9,6.7,20.6
4354010876,5.9,6.3,6.6,18.8
4354011043,7.6,7.0,7.2,21.8
4354011045,6.9,6.7,6.1,19.7
4354010924,7.1,7.2,7.4,21.7
4354010554,6.76,6.96,7.56,21.28
4354010555,6.2,7.0,7.1,20.3
4354010558,7.08,6.24,6.7,20.02
4354010560,6.8,7.1,5.65,19.55
4354011048,8.0,6.6,8.0,22.6
4354010565,5.9,6.9,7.5,20.3
4354010916,7.5,7.2,6.6,21.3
4354010576,7.12,6.46,6.76,20.34
4354010581,6.96,7.58,6.38,20.92
4354010878,6.88,7.68,6.92,21.48
4354010584,8.3,7.3,8.3,23.9
4354010586,6.94,6.96,7.14,21.04
4354010590,6.2,7.5,6.6,20.3
4354010925,6.4,8.0,7.8,22.2
4354010595,5.4,6.4,5.9,17.7
4354010599,6.8,7.8,6.8,21.4
4354011052,7.0,6.8,7.5,21.3
4354010601,6.02,6.4,6.62,19.04
4354010602,6.8,7.26,6.38,20.44
4354010603,6.3,7.4,7.0,20.7
4354010604,6.64,5.62,6.0,18.26
4354010913,6.77,5.67,6.93,19.37
4354011127,5.9,6.5,6.6,19.0
4354011103,6.25,7.6,4.8,18.65
4354010881,6.1,8.5,7.3,21.9
4354010608,8.3,9.3,8.1,25.7
4354010610,7.9,7.8,6.6,22.3
4354011124,7.0,5.7,7.0,19.7
4354010613,7.0,5.8,6.8,19.6
4354010614,8.2,7.9,7.9,24.0
4354010618,5.9,5.77,6.67,18.34
4354010885,6.02,6.1,6.18,18.3
4354010627,6.9,5.53,5.83,18.26
4354011054,5.9,6.6,6.6,19.1
4354010628,8.5,7.2,7.6,23.3
4354010629,5.76,5.74,6.76,18.26
4354011056,7.4,6.6,7.1,21.1
4354010633,6.13,7.57,6.63,20.33
4354011058,7.9,8.0,8.5,24.4
4354011059,7.1,7.6,7.5,22.2
4354010639,6.62,6.08,6.72,19.42
4354010640,7.16,5.94,6.52,19.62
4354011129,8.3,8.1,8.0,24.4
4354010641,6.74,5.8,6.38,18.92
4354010644,5.88,6.4,5.5,17.78
4354011108,4.0,7.0,4.6,15.6
4354010963,6.5,8.4,7.3,22.2
4354010647,7.74,8.08,8.2,24.02
4354010649,6.5,6.4,7.6,20.5
4354010886,5.5,6.0,7.5,19.0
4354010651,6.2,7.9,7.8,21.9
4354010966,5.5,6.7,5.8,18.0
4354010654,7.4,7.2,7.4,22.0
4354010888,7.3,8.9,8.6,24.8
4354010659,7.0,6.5,5.4,18.9
4354010661,6.85,5.35,7.15,19.35
4354010662,6.67,6.67,6.17,19.51
4354010665,7.2,6.63,6.67,20.5
4354010663,5.82,6.12,7.08,19.02
4354010889,5.5,6.7,7.3,19.5
4354010667,7.0,6.37,7.1,20.47
4354010668,5.5,7.6,7.2,20.3
4354010670,7.1,6.0,7.2,20.3
4354010675,6.27,6.97,6.77,20.01
4354010680,6.1,6.2,6.5,18.8
4354010683,7.2,6.32,6.92,20.44
4354010910,5.94,5.7,6.66,18.3
4354010688,5.96,6.42,6.36,18.74
4354010691,5.4,6.1,6.7,18.2
4354010696,6.86,5.7,5.72,18.28
4354010890,5.8,7.0,5.7,18.5
4354011128,7.1,7.7,6.7,21.5
4354010892,8.5,8.0,6.8,23.3
4354010713,8.1,7.68,7.7,23.48
4354010716,6.78,7.0,5.42,19.2
4354010719,8.17,9.27,8.73,26.17
4354010724,6.28,5.62,6.32,18.22
4354010738,7.2,7.4,8.4,23.0
4354010739,7.4,7.2,8.1,22.7
4354010740,7.82,7.34,6.52,21.68
4354011066,8.3,7.7,8.8,24.8
4354010895,6.1,6.42,5.92,18.44
4354010897,6.4,8.0,7.3,21.7
4354010743,7.26,7.06,6.9,21.22
4354010746,6.7,7.9,7.5,22.1
4354011067,7.3,6.5,5.8,19.6
4354011068,7.1,7.2,6.1,20.4
4354010766,7.3,7.4,7.7,22.4
4354011110,7.5,8.0,5.4,20.9
4354010914,7.5,7.1,7.2,21.8
4354010899,7.7,7.3,6.1,21.1
4354010778,6.46,5.86,6.44,18.76
4354010779,7.2,9.1,8.0,24.3
4354010781,7.9,7.5,7.2,22.6
4354010789,7.34,7.82,7.64,22.8
4354010790,6.92,6.82,7.88,21.62
4354010793,7.3,9.1,7.7,24.1
4354010900,6.7,7.5,6.7,20.9
4354010794,6.84,6.3,7.46,20.6
4354010903,6.2,6.9,6.9,20.0
4354010917,6.4,8.2,7.7,21.1
4354010901,8.0,7.2,8.0,23.2
4354010798,6.98,5.68,5.66,18.32
4354010800,6.6,6.5,6.45,19.55
4354010804,6.43,6.4,6.67,19.5
4354010808,6.86,5.88,5.54,18.28
4354010906,6.6,6.2,7.7,20.5
4354010816,6.66,6.24,7.04,19.94
4354011125,8.9,7.7,8.4,24.6
4354010820,5.08,6.86,6.1,18.04
4354010824,6.12,5.9,6.22,18.24
4354010827,6.6,6.1,6.7,19.4
4354010829,7.2,8.2,7.8,23.2
4354030003,6.42,6.44,6.58,19.44
4354030009,5.9,6.0,7.3,19.2
4354030015,7.3,6.8,8.1,22.2
4354030017,7.2,7.23,7.43,21.86
4354030019,7.24,8.12,7.34,22.7
4354030021,7.06,7.18,6.36,20.6
4354030026,6.98,7.16,6.92,21.06
4354030028,7.15,7.55,8.65,23.35
4354030186,7.1,7.4,6.2,20.7
4354030207,7.0,7.1,8.3,22.4
4354030039,7.84,8.34,6.7,22.88
4354030048,6.98,8.06,8.72,23.76
4354030063,6.56,6.9,6.54,20.0
4354030065,6.93,5.5,6.63,19.06
4354030071,7.18,6.58,6.64,20.4
4354030072,7.3,7.54,7.16,22.0
4354030078,8.06,7.34,7.34,22.74
4354030079,6.5,8.3,8.1,22.9
4354030226,6.0,6.5,3.0,15.5
4354030090,6.7,7.0,6.3,20.0
4354030191,7.7,7.8,8.2,23.7
4354030096,6.4,6.42,6.06,18.88
4354030199,6.1,7.2,6.7,20.0
4354030121,5.85,6.65,6.65,19.15
4354030122,6.7,7.3,6.4,20.4
4354030227,6.0,7.2,4.8,18.0
4354030130,7.6,6.34,8.7,22.64
4354030228,8.8,6.75,7.75,23.3
4354030200,8.0,8.0,7.8,23.8
4354030156,5.9,6.2,6.32,18.42
4354030157,7.8,7.9,8.5,24.2
4354030217,6.2,6.2,5.7,18.1
4354030168,7.34,6.28,5.8,19.42
4354030169,7.6,8.04,7.74,23.38
4354030198,7.06,7.12,8.0,22.18
4354030222,6.5,6.7,5.9,19.1
4354040001,6.3,6.3,5.3,17.9
4354040002,6.7,6.5,7.3,20.5
4354040003,7.9,7.5,7.6,23.0
4354040005,6.96,6.34,6.46,19.76
4354040008,6.5,6.52,6.36,19.38
4354040534,5.9,6.1,4.6,16.6
4354040010,6.88,6.98,6.94,20.8
4354040012,7.53,8.6,6.87,23.0
4354040016,8.3,7.6,8.1,24.0
4354040017,6.9,8.0,7.23,22.13
4354040018,6.65,7.2,7.75,21.6
4354040021,7.13,6.97,6.17,20.27
4354040025,7.42,7.66,8.02,23.1
4354040027,6.1,6.5,7.2,19.8
4354040029,7.6,8.1,9.2,24.9
4354040033,6.3,6.4,5.6,18.3
4354040514,6.8,8.0,5.5,20.3
4354040458,8.6,7.4,7.0,23.0
4354040037,6.77,6.13,7.23,20.13
4354040391,5.47,6.67,6.47,18.61
4354040038,7.18,6.54,7.16,20.88
4354040392,7.16,7.7,8.46,23.32
4354040437,5.5,7.2,5.6,18.3
4354040046,6.0,6.4,6.7,19.1
4354040048,6.6,7.82,7.08,21.5
4354040053,7.52,7.44,7.72,22.68
4354040055,7.4,8.04,7.82,23.26
4354040056,6.8,7.2,8.5,22.5
4354040449,7.3,7.4,7.2,21.9
4354040059,6.38,7.64,7.92,21.94
4354040063,7.5,7.4,6.9,21.8
4354040066,7.33,6.83,7.1,21.26
4354040067,8.3,6.9,8.5,23.7
4354040070,6.68,6.0,6.32,19.0
4354040460,6.4,6.6,7.3,20.3
4354040515,8.0,6.8,4.2,19.0
4354040072,8.02,8.46,8.84,25.32
4354040394,7.6,7.8,7.2,22.6
4354040074,7.7,7.1,7.4,22.2
4354040450,7.3,6.7,5.4,19.4
4354040076,7.17,6.87,5.97,20.01
4354040463,6.7,6.6,6.9,20.2
4354040465,7.1,5.9,5.0,18.0
4354040083,6.82,7.82,7.16,21.8
4354040081,6.36,5.98,7.8,20.14
4354040451,8.9,6.9,8.6,24.4
4354040084,6.5,6.7,7.2,20.4
4354040085,6.12,6.86,6.8,19.78
4354040089,6.14,7.12,6.72,19.98
4354040091,6.36,5.84,7.08,19.28
4354040093,7.02,7.04,7.01,21.07
4354040096,6.82,5.56,7.36,19.74
4354040398,6.74,7.34,7.28,21.36
4354040467,6.7,7.4,7.5,21.6
4354040107,7.47,6.07,7.0,20.54
4354040110,8.02,7.04,8.12,23.18
4354040111,7.7,7.9,6.7,22.3
4354040113,7.6,8.5,8.0,24.1
4354040122,7.54,7.5,7.5,22.54
4354040470,6.1,6.5,6.8,19.4
4354040123,6.3,6.4,7.1,19.8
4354040531,6.3,6.4,6.7,19.4
4354040439,6.3,6.4,6.1,18.8
4354040133,6.43,8.57,6.17,21.17
4354040135,6.6,6.56,6.84,20.0
4354040136,7.62,7.36,6.9,21.88
4354040137,6.97,6.37,6.83,20.17
4354040140,8.2,7.7,7.4,23.3
4354040139,7.36,6.82,7.52,21.7
4354040141,7.1,7.27,6.2,20.57
4354040400,7.2,6.7,8.1,22.0
4354040152,7.33,7.73,8.97,24.03
4354040153,6.2,6.67,7.63,20.5
4354040155,5.8,6.1,7.3,19.2
4354040476,7.2,7.2,7.9,22.3
4354040477,6.4,7.8,7.5,21.7
4354040478,8.3,7.6,7.0,22.9
4354040158,6.36,6.54,7.02,19.92
4354040159,7.6,7.7,7.4,22.7
4354040162,5.5,6.0,7.1,18.6
4354040479,7.5,5.7,5.5,18.7
4354040403,7.5,7.7,6.7,21.9
4354040166,6.76,5.54,6.56,18.86
4354040480,5.9,6.2,6.2,18.3
4354040533,6.3,6.2,6.4,18.9
4354040174,5.68,6.6,6.42,18.7
4354040175,6.0,6.8,5.5,18.3
4354040178,5.62,7.08,6.82,19.52
4354040179,6.48,6.02,6.42,18.92
4354040181,7.24,6.84,6.82,20.9
4354040183,6.53,7.17,6.63,20.33
4354040187,7.2,6.8,7.4,21.4
4354040188,7.08,6.56,6.98,20.62
4354040191,5.6,5.97,6.5,18.07
4354040193,6.96,6.48,6.92,20.36
4354040406,6.16,5.58,5.92,17.66
4354040195,7.4,6.5,6.9,20.8
4354040407,7.1,7.4,7.8,22.3
4354040532,6.0,6.3,7.2,19.5
4354040201,5.92,7.0,6.74,19.66
4354040202,6.44,7.0,7.4,20.84
4354040204,6.66,6.74,6.92,20.32
4354040206,6.72,6.64,6.78,20.14
4354040482,6.8,6.2,7.3,20.3
4354040431,6.2,7.1,6.4,19.7
4354040207,6.86,6.82,7.4,21.08
4354040484,7.5,7.3,6.2,21.0
4354040485,7.0,7.7,7.8,22.5
4354040215,6.36,5.64,6.12,18.12
4354040488,6.6,5.8,6.3,18.7
4354040410,6.1,6.7,8.5,21.3
4354040489,6.4,6.7,6.7,19.8
4354040223,5.9,7.3,5.84,19.04
4354040412,6.18,6.1,5.88,18.16
4354040227,7.04,6.4,6.82,20.26
4354040228,5.4,6.6,6.1,18.1
4354040491,6.5,6.8,6.4,19.7
4354040230,6.4,5.13,6.87,18.4
4354040232,7.77,6.43,6.73,20.93
4354040246,7.16,6.92,6.96,21.04
4354040493,6.6,6.6,5.5,18.7
4354040250,6.56,6.18,7.64,20.38
4354040251,6.26,6.56,6.26,19.08
4354040256,6.4,6.7,7.0,20.1
4354040417,6.4,5.8,6.9,19.1
4354040418,5.93,7.23,6.7,19.86
4354040267,6.2,7.7,7.3,21.2
4354040270,6.9,6.66,5.9,19.46
4354040447,8.5,7.9,7.0,23.4
4354040276,6.2,7.4,6.0,19.6
4354040278,6.4,6.8,7.5,20.7
4354040283,6.94,7.66,6.28,20.88
4354040496,7.4,8.7,8.6,24.7
4354040290,6.58,6.96,6.98,20.52
4354040295,5.93,6.0,5.9,17.83
4354040423,6.9,7.0,6.1,20.0
4354040297,7.13,6.0,6.7,19.83
4354040298,6.97,7.4,7.0,21.37
4354040299,7.0,6.07,5.33,18.4
4354040302,6.5,7.1,6.8,20.4
4354040308,6.74,6.2,6.24,19.18
4354040311,7.1,5.9,7.57,20.57
4354040501,8.0,8.4,7.7,24.1
4354040319,8.38,7.52,7.9,23.8
4354040321,7.4,8.8,8.0,24.2
4354040322,7.25,6.9,6.7,20.85
4354040323,6.3,6.48,6.8,19.58
4354040324,7.0,7.6,7.45,22.05
4354040430,6.6,5.4,6.44,18.44
4354040339,7.7,7.8,6.0,21.5
4354040502,7.9,7.3,8.2,23.4
4354040343,7.82,7.34,6.52,21.68
4354040503,7.9,6.7,6.4,21.0
4354040524,7.8,7.5,5.4,20.7
4354040344,7.0,7.9,8.5,23.4
4354040504,7.8,6.8,7.4,22.0
4354040348,7.8,7.2,7.8,22.8
4354040349,6.67,6.07,7.2,19.94
4354040351,7.1,6.3,6.3,19.7
4354040352,6.0,6.5,6.83,19.33
4354040526,6.75,8.2,6.4,21.35
4354040360,6.2,6.23,6.5,18.93
4354040364,7.03,6.73,6.57,20.33
4354040528,5.25,6.6,2.8,14.65
4354040365,6.1,6.1,7.5,19.7
4354040368,7.82,7.76,7.5,23.08
4354040530,7.7,6.9,7.0,21.6
4354040374,8.5,7.3,8.3,24.1
4354040375,7.18,7.14,5.44,19.76
4354040378,7.28,6.86,7.76,21.9
4354040379,6.68,5.86,6.96,19.5
4354040438,7.5,7.8,6.7,22.0
4354040386,6.68,6.48,6.78,19.94
4354040506,5.7,6.9,6.2,18.8
4354050324,7.4,8.2,8.5,24.1
4354050325,6.0,6.4,7.0,19.4
4354050011,8.4,8.63,8.13,25.16
4354050012,6.8,7.0,6.7,20.5
4354050233,6.7,7.6,6.1,20.4
4354050025,7.68,6.46,8.14,22.28
4354050267,7.7,6.9,8.0,22.6
4354050268,7.37,7.6,7.7,22.67
4354050034,6.6,7.43,7.27,21.3
4354050037,7.87,6.67,6.47,21.01
4354050040,6.8,7.16,6.9,20.86
4354050041,5.78,7.02,6.24,19.04
4354050327,8.1,7.4,7.5,23.0
4354050043,7.22,7.14,7.56,21.92
4354050044,7.2,6.93,7.73,21.86
4354050049,6.3,5.94,6.18,18.42
4354050051,6.06,6.82,7.12,20.0
4354050276,7.8,6.6,8.0,22.4
4354050053,6.46,7.0,7.62,21.08
4354050057,5.8,6.16,6.48,18.44
4354050058,6.0,6.9,7.4,20.3
4354050278,6.7,7.3,7.0,21.0
4354050059,6.24,5.8,6.42,18.46
4354050060,5.7,6.6,6.4,18.7
4354050064,6.6,7.4,6.4,20.4
4354050071,7.54,7.2,8.22,22.96
4354050077,7.72,7.22,7.6,22.54
4354050080,8.77,8.0,8.13,24.9
4354050239,8.7,7.8,8.0,24.5
4354050082,5.7,6.78,7.3,19.78
4354050090,6.18,6.92,6.28,19.38
4354050092,7.86,8.1,8.46,24.42
4354050240,5.9,7.8,8.5,22.2
4354050098,6.37,7.37,6.13,19.87
4354050101,7.8,6.5,7.5,21.8
4354050107,6.2,6.7,6.4,19.3
4354050108,7.27,7.63,7.73,22.63
4354050109,6.7,5.8,8.7,21.2
4354050242,6.3,5.9,5.7,17.9
4354050118,7.2,7.8,6.7,21.7
4354050287,7.0,8.4,7.2,22.6
4354050124,7.2,7.6,7.57,22.37
4354050125,7.7,9.1,9.2,26.0
4354050288,7.6,7.1,8.6,23.3
4354050270,7.1,7.1,8.1,22.3
4354050291,7.1,6.3,7.5,20.9
4354050132,6.14,5.54,6.08,17.76
4354050293,8.5,7.1,8.5,24.1
4354050141,6.9,7.5,7.2,21.6
4354050318,7.25,6.6,5.0,18.85
4354050247,6.2,7.3,7.8,21.3
4354050248,7.4,7.2,7.8,22.4
4354050296,8.6,8.4,8.3,25.3
4354050146,7.1,6.0,8.4,21.5
4354050151,6.52,6.78,6.66,19.96
4354050329,6.6,6.3,8.0,20.9
4354050252,7.5,8.5,9.2,25.2
4354050167,6.44,6.6,7.02,20.06
4354050170,8.0,9.1,8.1,25.2
4354050172,7.37,6.07,6.17,19.61
4354050256,6.3,6.4,6.5,19.2
4354050299,7.6,7.1,6.7,21.4
4354050178,8.23,8.37,8.43,25.03
4354050180,7.7,8.6,8.4,24.7
4354050185,6.0,6.6,6.0,18.6
4354050187,6.32,7.14,7.56,21.02
4354050258,6.5,6.7,5.7,18.9
4354050300,6.2,7.3,6.2,19.7
4354050197,7.7,8.0,7.4,23.1
4354050198,6.96,7.74,7.12,21.82
4354050259,7.2,7.1,7.1,21.4
4354050203,7.9,8.32,8.46,24.68
4354050206,6.6,8.9,8.3,23.8
4354050326,7.02,7.12,6.94,21.08
4354050261,6.84,6.4,7.18,20.42
4354050303,6.8,6.1,6.2,19.1
4354050311,6.26,7.3,6.88,20.44
4354050217,6.8,6.86,6.62,20.28
4354050218,7.0,6.62,7.16,20.78
4354050266,6.8,6.5,8.6,21.9
4354050263,7.7,6.9,7.6,22.2
4354050323,7.7,6.2,6.8,20.7
4354050222,6.4,7.1,8.07,21.57
4354050223,7.9,6.5,7.2,21.6
4354050306,8.4,8.2,8.7,25.3
4354050228,6.63,6.8,7.2,20.63
4354050308,6.5,6.0,6.7,19.2
4354050328,7.3,7.2,6.4,20.9
4354050230,7.0,8.2,8.1,23.3
4354060003,7.1,6.1,7.5,20.7
4354060004,7.47,9.13,7.17,23.77
4354060007,6.86,6.08,6.44,19.38
4354060009,5.73,6.27,6.8,18.8
4354060011,7.0,7.54,7.28,21.82
4354060497,7.0,7.4,7.7,22.1
4354060013,5.5,6.5,6.6,18.6
4354060017,6.58,6.1,5.94,18.62
4354060480,6.2,7.1,6.4,19.7
4354060022,6.4,7.1,5.1,18.6
4354060023,6.66,5.4,7.04,19.1
4354060025,7.0,7.4,6.3,20.7
4354060500,6.6,6.1,5.8,18.5
4354060539,7.1,6.8,5.7,19.6
4354060597,7.6,7.8,7.2,22.6
4354060540,8.5,7.6,8.7,24.8
4354060038,6.08,6.0,5.94,18.02
4354060494,5.8,8.1,6.6,19.4
4354060041,8.2,7.5,8.6,24.3
4354060046,5.8,6.0,6.5,18.3
4354060541,8.3,7.1,7.0,22.4
4354060057,6.96,7.26,7.38,21.6
4354060059,7.2,6.7,6.6,20.5
4354060065,6.74,6.64,7.36,20.74
4354060069,6.86,7.64,6.38,20.88
4354060071,6.5,8.2,7.8,22.5
4354060085,6.8,6.7,6.8,20.3
4354060542,7.6,6.3,7.9,21.8
4354060090,5.93,6.37,6.27,18.57
4354060091,7.5,7.16,7.76,22.42
4354060543,6.7,7.2,5.7,19.6
4354060096,6.3,6.24,5.62,18.16
4354060493,7.9,8.4,9.0,25.3
4354060482,5.5,6.5,7.5,19.5
4354060517,6.2,6.4,7.3,19.9
4354060113,6.7,8.2,6.9,21.8
4354060111,7.12,6.92,6.3,20.34
4354060115,6.06,6.6,6.14,18.8
4354060117,6.6,6.74,7.26,20.6
4354060119,7.3,6.9,7.5,21.7
4354060130,5.9,7.4,6.5,19.8
4354060546,6.9,7.2,7.5,21.6
4354060139,6.06,6.62,5.94,18.62
4354060550,5.9,7.4,7.0,20.3
4354060142,5.9,6.32,6.96,19.18
4354060143,7.9,8.0,7.5,23.4
4354060144,6.36,7.38,5.82,19.56
4354060151,6.6,7.1,6.2,19.9
4354060155,6.92,7.14,6.18,20.24
4354060167,6.54,6.84,6.52,19.9
4354060172,6.56,6.52,6.2,19.28
4354060176,6.52,7.28,7.66,21.46
4354060594,7.9,7.4,7.4,22.7
4354060183,6.07,7.93,6.4,20.4
4354060191,5.43,6.33,7.2,18.96
4354060192,7.1,7.4,6.3,20.8
4354060197,7.04,8.08,8.1,23.22
4354060199,6.8,5.7,7.5,20.0
4354060203,5.42,6.58,5.74,17.74
4354060498,6.4,6.5,6.0,19.4
4354060206,5.5,7.94,5.66,19.1
4354060211,5.57,6.67,6.6,18.84
4354060595,6.1,7.2,8.0,21.3
4354060212,6.4,7.2,6.1,19.7
4354060213,7.12,6.54,6.96,20.62
4354060585,7.0,7.8,5.0,19.8
4354060519,6.4,8.0,6.4,21.05
4354060485,6.9,7.7,7.4,22.0
4354060225,7.2,6.62,6.32,20.14
4354060228,6.4,6.0,7.1,19.5
4354060499,7.2,8.1,7.1,22.3
4354060252,7.23,7.9,7.57,22.7
4354060255,6.18,6.1,6.42,18.7
4354060264,6.17,7.17,6.9,20.24
4354060275,6.0,6.6,7.4,20.0
4354060276,6.0,7.3,6.8,20.1
4354060284,8.46,8.56,6.94,23.96
4354060288,7.37,6.77,5.53,19.67
4354060516,6.5,6.4,6.6,19.5
4354060503,7.3,5.6,7.4,20.3
4354060296,6.9,6.9,7.34,21.14
4354060297,6.6,6.8,6.3,19.7
4354060300,6.3,6.8,6.0,19.1
4354060301,6.5,7.0,7.4,20.9
4354060306,6.74,7.26,6.34,20.34
4354060309,9.4,7.7,8.8,25.9
4354060310,8.42,8.42,8.56,25.4
4354060496,6.7,7.3,6.6,20.6
4354060320,6.6,8.12,7.18,21.9
4354060324,6.0,7.67,5.8,19.47
