MASV,DM1,DM2,DM3,DTC
4354060528,7.02,6.08,6.02,19.12
4354060596,6.5,6.8,7.2,20.5
4354060332,6.7,6.96,6.32,19.98
4354060529,6.8,6.1,7.8,20.7
4354060333,6.46,5.88,6.64,18.98
4354060339,6.26,7.02,7.56,20.84
4354060345,6.3,7.1,6.4,19.8
4354060346,6.4,8.3,6.43,21.13
4354060368,7.32,6.6,7.82,21.74
4354060371,7.5,7.9,7.1,22.5
4354060380,5.3,8.1,6.7,20.1
4354060383,6.22,7.46,5.54,19.22
4354060384,7.1,6.7,6.5,20.3
4354060488,6.4,6.6,7.2,20.2
4354060389,6.9,7.1,8.0,22.0
4354060570,6.0,7.3,6.4,19.7
4354060393,6.56,6.36,6.04,18.96
4354060396,6.87,8.57,7.07,22.51
4354060397,7.0,7.2,7.3,21.5
4354060399,5.4,7.57,5.7,18.67
4354060400,6.76,7.7,6.78,21.24
4354060402,6.68,5.82,6.6,19.1
4354060405,7.68,7.68,7.68,23.04
4354060409,7.08,7.66,7.44,22.18
4354060410,7.4,7.4,6.6,21.4
4354060412,6.0,8.2,6.2,20.4
4354060416,6.3,6.27,6.67,19.24
4354060421,7.3,7.7,7.8,22.8
4354060425,7.74,8.58,6.6,22.92
4354060431,5.8,7.07,5.2,18.07
4354060432,7.5,7.5,7.4,22.4
4354060434,6.6,8.1,8.5,23.2
4354060435,6.87,8.37,8.1,23.34
4354060440,6.9,6.9,7.5,21.3
4354060478,6.3,6.4,6.8,19.5
4354060446,6.24,8.14,7.26,21.64
4354060452,6.8,7.5,6.3,20.6
4354060495,7.1,5.7,6.4,19.0
4354060458,7.66,7.48,8.34,23.48
4354060469,5.4,6.95,7.25,19.6
4354060518,8.5,7.3,8.3,24.0
4354060475,6.42,7.26,7.22,20.9
4354060491,6.9,6.9,6.6,20.4
4354070001,7.06,7.08,7.54,21.68
4354070779,5.6,6.6,7.2,19.4
4354070016,7.1,6.7,6.7,20.5
4354070840,6.25,7.8,4.8,18.85
4354070027,7.2,5.84,7.72,20.76
4354070743,7.4,6.4,7.0,20.8
4354070875,8.3,7.2,7.6,23.1
4354070041,6.44,6.18,7.24,19.86
4354070763,6.7,5.7,7.3,19.7
4354070043,6.86,6.2,7.84,20.9
4354070049,6.3,7.6,7.1,21.0
4354070052,6.06,7.0,6.2,19.26
4354070053,6.38,6.96,6.84,20.18
4354070878,6.7,6.6,6.6,19.9
4354070062,5.5,7.3,6.0,18.8
4354070689,6.9,8.4,7.5,22.8
4354070874,6.5,6.3,6.9,19.7
4354070843,8.0,7.8,5.4,21.2
4354070072,7.0,8.6,7.4,23.0
4354070075,5.3,7.6,6.5,19.4
4354070880,7.3,6.4,7.7,21.4
4354070078,7.04,7.2,6.06,20.3
4354070081,8.3,8.5,8.1,24.9
4354070083,7.3,6.4,7.7,21.4
4354070844,7.2,6.5,6.5,20.2
4354070090,5.4,7.9,6.0,19.3
4354070094,6.9,7.7,7.5,22.1
4354070096,5.87,7.33,7.4,20.6
4354070098,8.2,8.1,8.5,24.8
4354070762,5.7,6.6,6.5,18.8
4354070691,6.0,5.6,6.2,17.8
4354070105,5.9,7.3,7.8,21.0
4354070692,5.7,6.6,7.1,19.4
4354070789,7.2,6.2,7.1,20.5
4354070114,6.9,6.76,7.02,20.68
4354070123,5.9,6.8,8.1,20.8
4354070127,8.1,7.4,6.6,22.1
4354070131,7.1,7.3,5.9,20.3
4354070133,6.6,7.2,7.4,21.2
4354070142,5.95,6.45,7.7,20.1
4354070145,5.3,7.5,6.9,19.7
4354070146,5.9,6.67,6.97,19.54
4354070695,7.6,7.3,7.1,22.0
4354070165,7.12,6.74,7.72,21.58
4354070697,6.7,6.3,7.9,20.9
4354070746,8.3,7.7,7.7,23.7
4354070169,5.8,5.6,7.6,19.0
4354070170,6.94,6.44,6.22,19.6
4354070175,6.2,7.3,8.0,21.5
4354070186,7.6,7.0,7.5,22.1
4354070794,7.8,6.4,7.2,21.4
4354070190,6.7,7.1,7.6,21.4
4354070191,6.23,5.93,6.1,18.26
4354070699,6.7,7.6,7.7,22.0
4354070202,5.9,6.6,7.3,19.8
4354070207,7.76,6.76,6.88,21.4
4354070213,6.86,6.76,6.62,20.24
4354070217,7.03,6.1,6.63,19.76
4354070797,5.7,6.8,6.1,18.6
4354070701,7.6,7.0,8.7,23.3
4354070224,7.5,7.9,7.2,22.6
4354070231,5.34,7.16,6.9,19.4
4354070233,6.9,7.62,6.98,21.5
4354070800,6.5,6.5,7.2,20.2
4354070241,6.96,6.84,8.14,21.94
4354070243,7.9,7.7,6.4,22.0
4354070244,6.7,6.96,7.2,20.86
4354070255,6.12,6.46,5.34,17.92
4354070704,7.7,7.9,8.2,23.8
4354070258,7.37,7.3,6.63,21.3
4354070260,6.67,6.27,6.73,19.67
4354070262,7.6,6.9,5.1,19.6
4354070264,6.9,7.0,6.1,20.0
4354070265,8.4,6.5,7.7,22.6
4354070268,5.26,6.64,7.24,19.14
4354070706,6.93,7.33,7.63,21.89
4354070802,7.0,7.4,7.4,21.8
4354070881,6.8,7.0,6.0,19.8
4354070280,6.94,8.58,7.14,22.66
4354070288,7.0,8.06,8.16,23.22
4354070295,7.18,6.14,7.7,21.02
4354070298,7.1,7.4,6.76,21.26
4354070301,6.14,5.54,6.16,17.84
4354070872,7.1,5.2,7.1,19.4
4354070305,6.62,6.52,7.46,20.6
4354070306,7.04,6.58,7.34,20.96
4354070708,7.4,7.7,7.8,22.9
4354070709,6.7,6.37,7.23,20.3
4354070710,5.8,5.98,6.54,18.32
4354070314,6.42,6.8,7.24,20.46
4354070317,7.1,7.3,6.5,20.9
4354070854,6.75,6.6,4.0,17.35
4354070321,7.04,6.22,5.94,19.2
4354070324,7.22,7.88,8.0,23.1
4354070327,7.32,7.18,7.52,22.02
4354070330,7.2,7.8,7.5,22.5
4354070334,6.82,7.02,7.18,21.02
4354070339,8.1,8.0,8.5,24.6
4354070341,7.97,7.1,6.3,21.37
4354070345,6.23,6.7,6.93,19.86
4354070346,6.2,6.3,7.0,19.5
4354070347,6.7,6.9,7.1,20.7
4354070712,7.07,7.67,8.1,22.84
4354070354,6.54,7.14,8.46,22.14
4354070356,7.1,6.7,6.8,20.6
4354070358,6.6,7.7,6.9,21.2
4354070810,6.8,5.75,6.8,19.35
4354070713,7.0,8.2,8.0,23.2
4354070367,5.68,6.84,6.16,18.68
4354070368,7.0,6.9,6.2,20.1
4354070370,6.56,6.08,5.74,18.38
4354070812,6.2,5.75,7.05,19.0
4354070373,6.9,7.9,8.0,22.8
4354070813,7.3,7.3,8.0,22.6
4354070376,7.4,6.3,7.0,20.7
4354070379,6.75,6.95,6.7,20.4
4354070381,7.16,6.72,7.68,21.56
4354070815,6.4,6.8,8.2,21.4
4354070739,6.2,6.1,8.1,20.4
4354070389,7.4,7.1,6.1,20.6
4354070393,8.04,7.56,8.56,24.16
4354070716,5.8,6.7,7.7,20.2
4354070394,7.4,5.9,6.8,20.1
4354070396,6.7,7.7,6.5,20.9
4354070816,5.9,6.9,6.1,18.9
4354070409,7.3,8.3,6.6,22.2
4354070410,7.0,6.7,6.1,19.8
4354070817,6.8,7.2,7.0,21.0
4354070818,5.1,7.0,7.1,19.2
4354070714,6.32,6.82,7.5,20.64
4354070426,7.2,6.3,7.6,21.1
4354070425,6.14,5.2,7.76,19.1
4354070427,7.32,6.64,6.14,20.1
4354070429,7.1,7.6,8.3,23.0
4354070435,5.9,6.48,6.78,19.16
4354070440,6.86,7.0,7.12,20.98
4354070442,6.2,6.28,6.74,19.22
4354070448,6.5,8.0,7.8,22.3
4354070450,7.1,7.1,6.9,21.1
4354070719,6.0,7.1,7.1,20.2
4354070453,5.7,8.2,5.7,19.6
4354070722,6.0,6.8,7.0,19.8
4354070745,8.9,7.9,8.0,24.8
4354070465,6.84,6.34,7.08,20.26
4354070466,7.22,6.8,6.16,20.18
4354070470,7.67,5.8,6.53,20.0
4354070471,6.38,6.52,6.72,19.62
4354070476,6.77,7.53,6.23,20.53
4354070478,6.7,7.3,8.1,22.1
4354070484,6.36,4.98,7.32,18.66
4354070862,6.5,7.2,5.6,19.3
4354070487,7.36,8.04,8.2,23.6
4354070738,6.67,6.7,6.27,19.64
4354070491,7.6,6.6,7.9,22.1
4354070492,6.5,7.1,7.1,20.7
4354070496,7.04,7.76,6.84,21.64
4354070500,6.9,5.83,6.4,19.13
4354070504,8.2,7.6,8.07,23.87
4354070510,7.34,7.16,6.1,20.6
4354070511,7.57,7.13,7.03,21.73
4354070512,6.72,7.14,6.76,20.62
4354070873,5.62,5.78,6.72,18.12
4354070883,5.8,6.1,5.7,17.6
4354070825,7.3,8.0,7.6,22.9
4354070520,8.06,8.62,8.96,25.64
4354070521,5.0,7.0,5.9,17.9
4354070529,7.16,6.84,7.18,21.18
4354070530,6.06,6.6,6.96,19.62
4354070535,7.7,7.6,8.3,23.6
4354070827,7.6,7.7,7.8,23.1
4354070537,6.1,4.6,7.3,18.0
4354070546,7.16,6.4,6.7,20.26
4354070547,8.1,7.4,7.3,30.1
4354070549,7.0,6.8,7.2,21.0
4354070828,6.4,6.3,8.0,20.7
4354070551,5.62,6.18,6.12,17.92
4354070553,6.48,6.92,7.72,21.12
4354070556,5.9,5.37,6.47,17.74
4354070561,7.04,7.0,6.44,20.48
4354070566,6.8,5.84,6.88,19.52
4354070570,6.9,6.9,6.5,20.3
4354070576,8.3,8.6,8.3,25.2
4354070578,7.5,7.64,7.32,22.46
4354070742,6.9,6.0,7.9,20.8
4354070830,7.1,7.1,5.7,19.9
4354070583,7.1,6.2,6.6,19.9
4354070727,7.7,6.4,7.8,21.9
4354070588,6.4,6.0,7.03,19.43
4354070590,7.2,7.14,7.44,21.78
4354070592,7.3,7.07,6.83,21.2
4354070593,7.1,6.66,6.3,20.06
4354070598,6.9,7.6,6.8,21.3
4354070599,6.12,6.62,7.34,20.08
4354070605,6.9,7.8,7.2,21.9
4354070608,6.52,7.54,7.46,21.52
4354070610,6.72,6.12,7.3,20.14
4354070613,6.42,5.88,6.18,18.48
4354070614,6.4,7.4,6.2,20.0
4354070615,8.1,8.1,7.8,24.0
4354070617,6.37,7.03,6.17,19.57
4354070879,7.0,7.8,6.7,21.5
4354070622,7.0,6.1,6.5,19.6
4354070867,7.5,7.0,3.6,18.1
4354070627,6.8,7.5,7.4,21.7
4354070628,6.9,6.1,6.8,19.8
4354070741,6.0,6.8,6.7,19.5
4354070882,6.6,6.5,7.6,20.1
4354070631,6.66,6.82,6.96,20.44
4354070635,5.8,6.48,5.7,17.98
4354070777,6.7,5.13,6.7,18.53
4354070639,6.97,6.37,6.33,19.67
4354070740,7.5,7.6,7.3,22.4
4354070646,7.73,6.13,6.9,20.76
4354070647,6.68,5.7,7.12,19.5
4354070651,6.0,6.2,6.8,19.0
4354070653,6.44,6.78,6.8,20.02
4354070655,5.88,7.38,7.26,20.52
4354070659,6.54,6.32,7.88,20.74
4354070660,7.14,6.2,7.3,20.64
4354070668,6.63,7.27,6.17,20.07
4354070672,6.26,6.74,5.96,18.96
4354070677,7.24,7.04,6.32,20.6
4354070736,8.4,7.5,7.8,23.7
4354070870,7.5,3.8,3.2,14.5
4354070871,6.0,6.6,5.7,18.3
4354080057,6.6,7.2,6.7,20.5
4354080060,7.5,7.7,7.9,26.1
4354080026,6.08,6.12,7.08,19.28
4354080028,6.9,6.24,6.16,19.3
4354080065,6.8,6.1,8.2,21.1
4354080059,6.8,6.6,7.0,20.4
4354080051,8.9,8.5,9.3,26.7
4354080052,6.0,6.1,6.2,18.3
4354080055,7.68,6.94,6.74,21.36
4356010037,9.0,8.4,8.5,25.9
4356010006,8.0,7.5,8.8,24.3
4356010009,8.8,8.6,8.1,25.5
4356010013,8.1,8.4,8.0,24.5
4356010016,8.74,9.42,9.06,27.22
4356010020,8.7,8.6,8.3,25.6
4356010038,8.6,8.7,8.3,25.6
4356010024,7.68,8.44,7.94,24.06
4356010025,8.26,7.34,8.08,23.68
4356010027,8.1,9.2,9.0,26.3
4356010030,8.24,8.74,8.8,25.78
4356020008,8.1,9.6,9.0,26.7
4356050018,6.4,7.4,8.26,22.06
4356050037,6.52,6.26,6.82,19.6
4356050038,6.28,7.12,7.8,21.2
4356050042,6.44,6.86,6.94,20.24
4356050045,6.6,6.3,5.4,18.3
4356050059,6.5,6.6,6.8,19.9
4356050060,8.0,8.2,8.6,24.8
4356050061,6.1,7.4,7.5,21.0
4356050056,6.1,7.7,7.4,21.2
4356060001,6.98,5.54,6.56,19.08
4356060003,6.9,7.7,8.3,22.9
4356060052,6.0,6.0,8.0,20.0
4356060055,6.8,7.94,7.94,22.68
4356060010,7.36,8.1,7.5,22.96
4356060012,5.1,7.5,8.0,20.6
4356060013,7.08,8.05,8.04,23.17
4356060053,6.6,7.1,7.9,21.6
4356060019,6.26,7.42,7.34,21.02
4356060048,7.3,6.9,8.3,22.5
4356060025,8.26,8.02,7.8,24.08
4356060033,7.26,8.32,8.74,24.32
4356060034,7.2,7.44,7.88,22.52
4356060050,6.7,6.8,6.6,20.1
4356060037,7.5,8.0,8.2,23.7
4356060042,7.01,7.02,6.05,20.08
4356060049,7.2,7.8,8.1,23.1
4356080001,8.06,8.44,7.34,23.84
4356080086,7.5,8.0,8.25,23.75
4356080066,6.36,8.08,7.7,22.14
4356080008,8.0,8.87,8.37,25.24
4356080009,6.87,7.93,8.6,23.4
4356080010,6.5,7.9,7.6,22.0
4356080067,5.3,8.2,7.3,20.8
4356080101,7.7,9.2,7.7,24.6
4356080012,7.9,8.1,8.7,24.7
4356080056,6.9,7.1,6.7,20.7
4356080013,7.6,8.5,8.3,24.4
4356080094,6.6,6.5,7.1,20.2
4356080057,6.04,6.01,7.09,19.14
4356080074,6.8,8.1,7.2,22.1
4356080075,5.6,5.1,6.0,16.7
4356080023,6.5,6.0,7.8,20.3
4356080076,6.4,7.2,7.8,21.4
4356080029,8.06,7.16,6.72,21.94
4356080080,6.4,6.9,7.2,20.5
4356080081,5.1,6.5,7.3,18.9
4356080042,6.4,5.5,6.7,18.6
4356080044,8.26,7.34,8.08,23.68
4356080069,6.9,7.0,7.3,21.2
4356080051,7.6,8.5,7.0,23.1
4356090002,7.27,7.07,7.27,21.61
4356090130,6.2,7.4,7.4,21.0
4356090148,6.5,5.5,8.0,20.0
4356090008,7.4,8.1,6.4,21.9
4356090012,7.2,7.9,8.9,24.0
4356090149,7.75,6.0,8.5,22.25
4356090120,6.9,7.9,8.2,23.0
4356090151,8.0,4.0,7.75,19.75
4356090028,7.0,7.3,7.6,21.9
4356090044,6.82,7.3,7.8,21.92
4356090135,6.6,8.2,7.9,22.7
4356090048,6.4,7.0,8.3,21.7
4356090052,6.93,8.43,7.83,23.19
4356090053,6.52,7.62,6.9,21.04
4356090121,6.1,7.43,7.47,21.0
4356090065,5.9,6.97,7.1,19.97
4356090126,6.6,6.9,7.5,21.0
4356090122,6.5,6.5,7.7,20.7
4356090067,7.0,8.3,8.1,23.4
4356090069,7.1,9.0,9.0,25.1
4356090143,5.7,8.2,7.0,20.9
4356090090,7.4,7.93,7.97,23.3
4356090094,7.58,7.7,7.28,22.56
4356090128,6.7,7.0,8.0,21.4
4356090105,7.44,6.2,6.72,20.36
4356090106,5.94,6.84,5.36,18.14
4356090147,6.1,6.6,7.8,20.5
4356090110,6.5,6.3,6.2,19.0
4356090124,6.64,7.78,7.5,21.92
4356090125,7.2,7.5,7.7,22.4
4356090114,6.4,6.7,7.6,20.7
4356100183,7.6,7.5,7.0,22.1
4356100007,6.68,6.88,5.94,19.5
4356100163,5.75,5.0,6.25,17.0
4356100011,7.63,6.9,7.93,22.46
4356100013,6.46,8.26,7.38,22.1
4356100014,6.7,8.1,8.5,23.3
4356100018,5.7,5.7,7.0,18.4
4356100019,6.6,7.2,6.8,20.6
4356100025,5.94,7.38,7.72,21.04
4356100146,5.4,6.2,8.0,19.6
4356100026,7.5,7.1,7.6,22.2
4356100165,6.25,3.75,6.25,16.25
4356100184,6.5,5.8,7.2,19.5
4356100148,6.75,3.5,5.75,16.0
4356100151,6.9,7.3,7.6,21.8
4356100141,6.75,4.5,7.25,18.5
4356100122,6.75,4.75,7.75,19.25
4356100152,6.5,6.5,8.4,21.4
4356100140,7.0,8.2,7.7,22.9
4356100049,6.43,8.57,6.17,21.17
4356100123,5.0,7.2,7.0,19.2
4356100055,5.8,7.3,7.8,20.9
4356100062,6.38,7.68,7.1,21.16
4356100076,5.64,6.64,6.58,18.86
4356100078,6.12,7.3,7.28,20.7
4356100126,6.8,4.8,7.6,19.2
4356100084,7.83,7.77,8.5,24.1
4356100089,5.42,6.12,6.9,18.44
4356100157,6.3,7.8,8.5,22.6
4356100177,7.25,4.5,9.5,21.25
4356100158,7.5,7.6,7.6,22.7
4356100099,6.0,6.16,6.44,18.6
4356100100,7.3,8.2,8.2,23.7
4356100182,6.8,7.7,8.9,23.5
4356100159,6.06,6.09,6.0,18.15
4356100104,6.1,7.8,7.5,21.4
4356100161,6.0,5.7,6.8,18.5
4356100130,7.0,7.3,8.3,22.6
4356100131,6.25,4.5,7.75,18.5
4356100116,7.1,8.2,8.5,23.8
4356100117,6.62,5.84,6.26,18.72
4356110002,6.1,6.2,6.5,18.8
4356110020,6.4,6.9,7.0,20.3
4356120002,6.1,6.5,7.4,20.0
4356120004,8.2,7.3,8.8,24.3
4356120254,6.25,4.0,8.0,18.25
4356120009,6.2,7.7,7.1,21.0
4356120255,6.3,6.97,5.7,18.97
4356120256,5.22,6.0,6.54,17.76
4356120013,6.14,6.54,6.66,19.34
4356120258,7.6,8.0,8.8,24.4
4356120360,5.0,5.6,8.0,18.6
4356120033,6.66,6.42,7.44,20.52
4356120259,6.1,7.9,7.4,21.4
4356120260,6.9,7.9,7.7,22.5
4356120038,5.74,6.66,7.22,19.62
4356120041,6.0,7.7,8.7,22.4
4356120261,7.56,7.72,8.42,23.7
4356120300,6.0,5.75,7.25,19.0
4356120054,5.5,7.3,7.9,20.7
4356120055,7.0,7.93,7.9,22.83
4356120056,6.7,7.48,7.32,21.5
4356120291,7.0,8.1,8.3,23.65
4356120060,5.4,6.2,7.2,18.8
4356120328,5.0,4.5,6.25,15.75
4356120301,6.3,8.8,6.3,21.4
4356120262,6.3,8.0,7.1,21.4
4356120284,6.9,6.4,7.4,20.7
4356120067,7.5,6.27,6.73,20.5
4356120070,6.5,6.88,7.62,21.0
4356120074,6.36,5.82,5.98,18.16
4356120075,6.88,6.98,7.24,21.1
4356120077,8.2,8.6,8.6,25.4
4356120078,6.33,6.33,6.37,19.03
4356120303,5.5,6.2,7.0,18.7
4356120304,6.7,6.3,6.8,19.8
4356120082,6.96,6.12,6.9,19.98
4356120331,6.5,5.75,7.5,19.75
4356120084,6.76,6.28,7.06,20.1
4356120137,7.0,6.2,5.4,18.6
4356120305,5.2,6.1,7.4,18.7
4356120358,7.1,7.9,9.0,24.0
4356120094,5.7,7.2,6.4,19.3
4356120285,8.6,7.8,8.9,25.3
4356120307,7.1,7.1,7.6,21.8
4356120265,5.75,3.75,8.5,18.0
4356120266,6.0,4.0,7.75,17.75
4356120359,8.0,8.6,7.2,23.8
4356120098,6.07,6.47,7.4,19.94
4356120295,6.8,6.8,6.8,20.4
4356120103,6.56,6.24,6.36,19.16
4356120309,6.09,7.04,6.09,19.22
4356120109,6.58,5.98,6.7,19.26
4356120110,6.3,7.9,6.8,21.0
4356120111,6.42,7.12,8.32,21.86
4356120112,6.02,6.1,7.48,19.6
4356120310,7.2,7.9,8.6,23.7
4356120117,6.48,7.02,7.36,20.86
4356120124,6.73,7.13,7.33,21.19
4356120356,8.3,8.4,8.4,25.1
4356120128,6.88,6.86,7.2,20.94
4356120130,5.66,6.62,6.48,18.76
4356120135,5.52,5.68,6.94,18.14
4356120141,6.57,7.0,6.7,20.27
4356120143,5.78,6.5,6.1,18.38
4356120269,8.25,3.75,8.5,20.5
4356120270,6.97,8.77,8.33,24.07
4356120146,6.63,6.63,7.4,20.66
4356120148,6.6,7.88,7.94,22.42
4356120271,6.5,6.8,6.1,19.4
4356120338,4.75,4.75,8.25,17.75
4356120272,6.5,8.2,8.3,23.0
4356120159,6.3,6.3,5.8,18.4
4356120289,6.83,8.3,7.3,22.43
4356120167,7.0,8.1,7.2,22.3
4356120169,6.6,7.4,7.6,21.6
4356120172,7.0,8.0,6.7,21.7
4356120176,6.38,6.34,7.54,20.26
4356120290,5.7,6.7,7.4,19.8
4356120341,6.75,6.0,6.5,19.25
4356120352,7.0,7.3,8.0,22.3
4356120342,5.0,6.25,9.0,20.25
4356120183,6.0,6.3,6.5,18.8
4356120275,7.2,6.9,7.2,21.3
4356120185,6.1,8.7,8.2,23.0
4356120195,5.5,7.0,6.6,19.1
4356120313,6.3,7.3,8.1,21.7
4356120205,6.83,7.0,6.47,20.3
4356120343,5.25,4.75,9.0,19.0
4356120314,6.8,6.5,7.1,20.4
4356120344,6.0,4.0,7.0,17.0
4356120213,7.7,5.6,8.5,21.8
4356120315,8.0,2.75,8.5,19.25
4356120230,6.1,7.6,8.0,21.7
4356120235,6.5,7.13,7.13,20.76
4356120237,6.36,8.16,7.26,21.78
4356120355,7.8,7.8,7.8,23.4
4356120320,5.3,6.3,7.0,18.6
4356120287,6.9,6.8,7.8,21.5
4356120245,5.6,6.3,7.0,18.9
4356120322,5.7,7.4,7.0,20.1
4356120246,5.47,5.93,6.63,18.03
4356120350,6.0,4.5,7.5,18.0
4356120282,7.3,8.4,8.5,24.2
4356120248,7.4,7.5,8.5,23.4
4356120253,6.52,5.68,7.28,19.48
4356130049,7.01,6.05,6.95,20.01
4356130004,7.1,8.5,9.1,24.7
4356130007,6.2,6.23,8.0,20.43
4356130014,6.93,8.73,7.77,23.43
4356130019,5.9,5.5,6.6,18.0
4356130021,6.0,6.9,7.0,19.9
4356130025,5.9,6.5,6.5,18.9
4356130026,6.64,7.86,6.68,21.18
4356130156,7.1,8.0,8.4,23.5
4356130031,6.52,7.26,7.7,21.48
4356130032,8.1,8.5,8.77,25.37
4356130034,6.87,5.73,7.13,19.73
4356130040,7.1,6.7,8.1,21.9
4356130041,6.53,7.17,7.3,21.0
4356130056,7.6,8.5,9.3,25.4
4356130058,7.94,8.42,8.12,24.48
4356130060,5.7,7.6,7.3,20.6
4356130065,6.0,6.5,6.8,19.3
4356130076,6.56,7.6,7.36,21.52
4356130085,6.6,6.6,7.3,20.5
4356130152,6.5,6.9,8.0,21.4
4356130149,6.3,7.3,7.95,21.55
4356130092,8.4,9.0,8.7,26.1
4356130113,7.1,8.6,8.8,24.5
4356130151,6.1,7.44,7.1,20.64
4356130117,5.63,7.83,7.1,20.56
4356130171,5.1,7.0,7.1,19.2
4356130164,6.5,7.4,8.2,22.1
4356130131,6.7,8.1,7.7,22.5
4356130153,6.7,6.4,6.5,19.6
4356130143,6.88,7.36,7.82,22.06
4357010093,7.4,9.5,8.9,34.7
4357010001,7.0,8.9,9.5,34.9
4357010141,8.1,9.27,8.1,33.57
4357010003,8.0,7.1,8.9,32.9
4357010008,7.1,8.7,9.0,33.8
4357010011,7.6,9.2,7.5,31.8
4357010012,6.8,9.1,9.2,34.3
4357010015,9.1,6.9,9.3,34.6
4357010018,8.1,8.1,8.7,33.6
4357010026,7.63,9.03,8.8,34.26
4357010027,7.9,8.8,8.4,33.5
4357010028,7.7,8.2,9.0,33.9
4357010031,8.3,9.0,8.6,34.5
4357010132,8.4,8.0,8.7,33.8
4357010032,7.9,9.4,8.7,34.7
4357010034,7.9,8.1,8.0,32.0
4357010036,7.4,8.8,8.0,32.2
4357010039,8.1,8.8,7.7,32.3
4357010043,7.22,9.0,8.78,33.78
4357010044,7.42,9.62,9.04,35.12
4357010046,7.6,8.0,7.7,31.0
4357010048,7.06,8.66,8.56,32.84
4357010049,7.8,9.0,8.3,33.4
4357010052,7.33,7.8,8.97,33.07
4357010053,7.0,8.4,8.3,32.0
4357010058,8.67,7.93,8.23,33.06
4357010063,8.6,7.92,7.6,31.72
4357010064,7.1,8.9,7.9,31.8
4357010066,6.96,8.52,8.98,33.44
4357010068,7.6,8.2,7.7,31.2
4357010070,7.4,8.6,8.7,33.4
4357010080,7.5,8.8,8.9,34.1
4357010081,8.5,7.4,8.5,32.9
4357010082,7.2,8.9,8.3,32.7
4357010084,7.6,8.1,8.6,32.9
4357010085,8.0,9.0,7.6,32.2
4357010135,6.9,8.2,8.5,32.1
4357010140,7.4,8.8,9.0,25.7
4357010149,8.9,7.2,8.9,25.0
4357010089,7.5,8.9,8.9,34.2
4357010142,7.6,8.0,8.3,24.15
4357010091,8.5,8.5,9.8,36.6
4357010092,8.0,7.5,8.8,33.1
4357010094,8.7,8.7,8.4,34.2
4357010099,8.2,8.2,9.2,34.8
4357010100,7.2,8.0,8.6,32.4
4357010104,8.76,8.7,8.56,34.58
4357010105,6.8,9.2,8.3,32.6
4357010106,9.1,8.7,8.0,33.8
4357010107,7.6,8.2,8.7,33.2
4357010138,8.2,8.6,9.0,25.8
4357010109,7.96,8.3,8.7,33.66
4357010112,8.0,9.0,7.7,32.4
4357010113,7.8,8.6,7.6,31.6
4357010114,7.7,8.1,8.4,32.6
4357010120,7.5,8.9,7.8,32.0
4357010121,8.0,8.6,7.9,32.4
4357010125,7.7,9.2,9.0,34.9
4357010136,7.1,8.83,8.03,31.99
4357510001,5.96,7.82,7.16,28.1
4357510668,6.34,6.58,6.98,20.16
4357510005,7.7,7.6,6.9,29.1
4357510738,7.25,7.4,6.8,21.19
4357510022,7.22,7.48,8.3,31.3
4357510657,6.1,6.5,6.5,19.2
4357510026,7.0,5.84,7.38,27.6
4357510606,7.2,8.8,7.9,31.8
4357510030,7.68,7.8,7.92,31.32
4357510739,6.25,8.0,4.0,16.69
4357510032,6.3,6.36,6.54,25.74
4357510673,7.1,7.5,7.8,22.65
4357510034,6.5,7.37,7.8,29.47
4357510037,6.82,7.18,6.38,26.76
4357510040,6.9,7.6,8.4,31.3
4357510776,5.6,5.6,6.7,17.9
4357510045,8.14,8.3,8.92,34.28
4357510046,7.4,6.9,6.5,27.3
4357510054,6.52,5.9,7.24,26.9
4357510057,6.23,6.3,7.7,27.93
4357510609,6.2,7.4,6.3,26.2
4357510061,5.5,5.3,7.0,24.8
4357510069,6.84,6.56,8.42,30.24
4357510070,7.9,7.0,6.5,27.9
4357510071,7.48,7.9,6.76,28.9
4357510072,6.66,6.6,6.62,26.5
4357510077,6.9,6.86,6.66,27.08
4357510079,6.56,7.78,6.9,28.14
4357510743,6.5,6.75,6.2,19.24
4357510080,7.2,7.63,7.03,28.89
4357510610,7.66,8.84,8.1,32.7
4357510083,7.42,7.06,7.72,29.92
4357510084,6.36,7.62,8.44,30.86
4357510611,6.93,7.33,7.4,29.06
4357510653,8.0,7.5,8.8,24.3
4357510090,6.43,7.0,6.03,25.49
4357510093,7.2,7.96,7.04,29.24
4357510097,8.4,7.3,8.0,31.7
4357510101,7.2,5.72,8.04,29.0
4357510102,7.6,7.2,7.4,29.6
4357510103,7.6,8.1,6.54,28.78
4357510107,6.34,6.9,5.74,24.72
4357510115,6.83,8.1,7.3,29.53
4357510116,7.7,8.6,8.2,32.7
4357510119,7.2,7.8,6.8,28.6
4357510120,7.27,7.07,8.27,30.88
4357510683,8.0,7.0,7.7,22.8
4357510129,6.8,8.6,6.8,29.0
4357510130,6.5,6.27,6.13,25.03
4357510132,7.5,9.0,8.2,32.9
4357510135,6.27,7.5,7.67,29.11
4357510136,6.48,8.0,8.3,31.08
4357510139,6.64,6.66,6.58,26.46
4357510141,7.08,7.88,8.36,31.68
4357510143,5.77,7.23,6.73,26.46
4357510152,7.1,7.97,8.07,31.21
4357510127,5.46,7.5,7.52,28.0
4357510617,6.36,8.22,7.08,28.74
4357510159,6.8,6.48,7.36,28.0
